StartTime: 2020-03-20 16:20:22.093
Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz 
227.727	1.9458	0.5371	0.1382	2.3804	-9.0332	-2.2583	87.0062	-75.8496	100.2008	39.1700	0	-298	182 
227.737	1.9458	0.5371	0.1382	2.3804	-9.0332	-2.2583	87.1600	-75.8386	100.1294	39.1700	0	-298	182 
227.737	1.9458	0.5371	0.1382	2.3804	-9.0332	-2.2583	87.3083	-75.8276	100.0635	39.1800	0	-299	182 
227.747	1.9536	0.5303	0.1406	1.8921	-5.6152	0.3052	87.3907	-75.8276	100.0635	39.1800	0	-299	182 
227.747	1.9536	0.5303	0.1406	1.8921	-5.6152	0.3052	87.4677	-75.8276	100.0690	39.1800	0	-299	182 
227.747	1.9536	0.5303	0.1406	1.8921	-5.6152	0.3052	87.5446	-75.8331	100.0690	39.2300	0	-299	182 
227.757	1.9536	0.5303	0.1406	1.8921	-5.6152	0.3052	87.6215	-75.8331	100.0745	39.2300	1	-300	183 
227.757	1.9536	0.5303	0.1406	1.8921	-5.6152	0.3052	87.6984	-75.8331	100.0745	39.2500	2	-300	183 
227.767	1.9536	0.5303	0.1406	1.8921	-5.6152	0.3052	87.7753	-75.8331	100.0745	39.2500	2	-300	184 
227.767	1.9536	0.5303	0.1406	1.8921	-5.6152	0.3052	87.8522	-75.8386	100.0800	39.2100	2	-300	184 
227.777	1.9536	0.5303	0.1406	1.8921	-5.6152	0.3052	87.9236	-75.8386	100.0854	39.2100	2	-301	184 
227.777	1.9614	0.5273	0.1318	1.7090	-5.5542	1.0376	88.0005	-75.8441	100.0854	39.1300	2	-301	184 
227.777	1.9614	0.5273	0.1318	1.7090	-5.5542	1.0376	88.0774	-75.8496	100.0854	39.1300	1	-301	184 
227.787	1.9614	0.5273	0.1318	1.7090	-5.5542	1.0376	88.1543	-75.8551	100.0854	39.2300	1	-301	184 
227.787	1.9614	0.5273	0.1318	1.7090	-5.5542	1.0376	88.2312	-75.8606	100.0854	39.2300	1	-301	184 
227.797	1.9614	0.5273	0.1318	1.7090	-5.5542	1.0376	88.3081	-75.8661	100.0854	39.2300	1	-301	185 
227.797	1.9614	0.5273	0.1318	1.7090	-5.5542	1.0376	88.3850	-75.8716	100.0909	39.1700	1	-300	186 
227.807	1.9614	0.5273	0.1318	1.7090	-5.5542	1.0376	88.4619	-75.8771	100.0909	39.1700	2	-299	186 
227.807	1.9614	0.5273	0.1318	1.7090	-5.5542	1.0376	88.5333	-75.8771	100.0964	39.2200	2	-298	187 
227.817	1.9619	0.5308	0.1157	2.2583	-7.7515	0.4272	88.6652	-75.8826	100.0470	39.2200	1	-298	188 
227.817	1.9619	0.5308	0.1157	2.2583	-7.7515	0.4272	88.7915	-75.8826	99.9976	39.1900	2	-298	187 
227.817	1.9619	0.5308	0.1157	2.2583	-7.7515	0.4272	88.9178	-75.8826	99.9481	39.1900	2	-298	187 
227.827	1.9619	0.5308	0.1157	2.2583	-7.7515	0.4272	89.0442	-75.8881	99.9042	39.1800	1	-298	187 
227.827	1.9619	0.5308	0.1157	2.2583	-7.7515	0.4272	89.1705	-75.8881	99.8547	39.1800	1	-299	188 
227.837	1.9619	0.5308	0.1157	2.2583	-7.7515	0.4272	89.2914	-75.8881	99.8108	39.2500	1	-299	187 
227.837	1.9619	0.5308	0.1157	2.2583	-7.7515	0.4272	89.4177	-75.8881	99.7614	39.2500	1	-299	186 
227.847	1.9482	0.5376	0.0913	3.4180	-10.5591	-1.0986	89.6100	-75.8826	99.6460	39.2500	1	-299	186 
227.847	1.9482	0.5376	0.0913	3.4180	-10.5591	-1.0986	89.8077	-75.8771	99.5361	39.2400	2	-299	186 
227.857	1.9482	0.5376	0.0913	3.4180	-10.5591	-1.0986	90.0000	-75.8661	99.4208	39.2400	2	-300	186 
227.857	1.9482	0.5376	0.0913	3.4180	-10.5591	-1.0986	90.1923	-75.8606	99.3109	39.2400	3	-300	186 
227.857	1.9482	0.5376	0.0913	3.4180	-10.5591	-1.0986	90.3790	-75.8551	99.2010	39.2400	2	-300	186 
227.867	1.9482	0.5376	0.0913	3.4180	-10.5591	-1.0986	90.5713	-75.8441	99.0912	39.1500	2	-300	186 
227.867	1.9482	0.5376	0.0913	3.4180	-10.5591	-1.0986	90.7581	-75.8386	98.9813	39.1500	2	-300	186 
227.877	1.9482	0.5376	0.0913	3.4180	-10.5591	-1.0986	90.9503	-75.8276	98.8715	39.1800	2	-300	187 
227.877	1.9385	0.5474	0.0625	4.5776	-13.1226	-2.8687	91.2030	-75.8112	98.7012	39.1800	3	-301	187 
227.887	1.9385	0.5474	0.0625	4.5776	-13.1226	-2.8687	91.4502	-75.7892	98.5309	39.2700	4	-302	188 
227.887	1.9385	0.5474	0.0625	4.5776	-13.1226	-2.8687	91.7029	-75.7727	98.3661	39.2700	5	-302	188 
227.887	1.9385	0.5474	0.0625	4.5776	-13.1226	-2.8687	91.9501	-75.7507	98.2013	39.2200	5	-302	187 
227.904	1.9385	0.5474	0.0625	4.5776	-13.1226	-2.8687	92.1973	-75.7343	98.0365	39.2200	4	-302	187 
227.904	1.9385	0.5474	0.0625	4.5776	-13.1226	-2.8687	92.4445	-75.7123	97.8717	39.2200	4	-301	187 
227.914	1.9385	0.5474	0.0625	4.5776	-13.1226	-2.8687	92.6862	-75.6958	97.7069	39.1900	3	-301	187 
227.914	1.9385	0.5474	0.0625	4.5776	-13.1226	-2.8687	92.9333	-75.6738	97.5476	39.1900	3	-301	186 
227.924	1.9380	0.5557	0.0371	5.0049	-14.7705	-4.0283	93.2135	-75.6464	97.3444	39.2100	4	-301	186 
227.924	1.9380	0.5557	0.0371	5.0049	-14.7705	-4.0283	93.4937	-75.6189	97.1466	39.2100	5	-301	187 
227.934	1.9380	0.5557	0.0371	5.0049	-14.7705	-4.0283	93.7738	-75.5914	96.9489	39.1800	5	-301	187 
227.934	1.9380	0.5557	0.0371	5.0049	-14.7705	-4.0283	94.0485	-75.5640	96.7566	39.1800	5	-302	188 
227.934	1.9380	0.5557	0.0371	5.0049	-14.7705	-4.0283	94.3231	-75.5310	96.5588	39.1900	5	-302	187 
227.944	1.9380	0.5557	0.0371	5.0049	-14.7705	-4.0283	94.5978	-75.5035	96.3666	39.1900	5	-302	187 
227.944	1.9380	0.5557	0.0371	5.0049	-14.7705	-4.0283	94.8724	-75.4761	96.1743	39.2300	5	-302	187 
227.954	1.9380	0.5557	0.0371	5.0049	-14.7705	-4.0283	95.1416	-75.4486	95.9875	39.2300	4	-302	187 
227.954	1.9355	0.5581	0.0190	4.3945	-14.8926	-4.2725	95.4163	-75.4156	95.7898	39.2300	4	-302	187 
227.964	1.9355	0.5581	0.0190	4.3945	-14.8926	-4.2725	95.6854	-75.3827	95.5975	39.2300	4	-302	187 
227.964	1.9355	0.5581	0.0190	4.3945	-14.8926	-4.2725	95.9546	-75.3552	95.4053	39.2300	5	-301	187 
227.974	1.9355	0.5581	0.0190	4.3945	-14.8926	-4.2725	96.2183	-75.3223	95.2130	39.2400	5	-301	187 
227.974	1.9355	0.5581	0.0190	4.3945	-14.8926	-4.2725	96.4874	-75.2893	95.0262	39.2400	5	-300	187 
227.974	1.9355	0.5581	0.0190	4.3945	-14.8926	-4.2725	96.7511	-75.2563	94.8395	39.1600	5	-299	187 
227.984	1.9355	0.5581	0.0190	4.3945	-14.8926	-4.2725	97.0093	-75.2234	94.6527	39.1600	6	-300	188 
227.984	1.9355	0.5581	0.0190	4.3945	-14.8926	-4.2725	97.2729	-75.1959	94.4714	39.2400	7	-301	189 
227.994	1.9399	0.5576	0.0073	2.8687	-14.2212	-3.9673	97.5146	-75.1630	94.2957	39.2400	7	-300	189 
227.994	1.9399	0.5576	0.0073	2.8687	-14.2212	-3.9673	97.7563	-75.1300	94.1254	39.2100	7	-300	189 
228.004	1.9399	0.5576	0.0073	2.8687	-14.2212	-3.9673	97.9926	-75.1025	93.9551	39.2100	6	-301	190 
228.004	1.9399	0.5576	0.0073	2.8687	-14.2212	-3.9673	98.2343	-75.0696	93.7848	39.2100	6	-301	191 
228.004	1.9399	0.5576	0.0073	2.8687	-14.2212	-3.9673	98.4705	-75.0366	93.6145	39.2200	6	-301	191 
228.014	1.9399	0.5576	0.0073	2.8687	-14.2212	-3.9673	98.7012	-75.0092	93.4497	39.2200	6	-301	190 
228.014	1.9399	0.5576	0.0073	2.8687	-14.2212	-3.9673	98.9374	-74.9762	93.2849	39.2400	6	-302	189 
228.024	1.9399	0.5576	0.0073	2.8687	-14.2212	-3.9673	99.1681	-74.9432	93.1201	39.2400	6	-303	188 
228.024	1.9404	0.5586	-0.0015	1.0986	-13.2446	-3.2959	99.3768	-74.9158	92.9718	39.2100	7	-303	188 
228.034	1.9404	0.5586	-0.0015	1.0986	-13.2446	-3.2959	99.5801	-74.8883	92.8235	39.2100	7	-303	188 
228.034	1.9404	0.5586	-0.0015	1.0986	-13.2446	-3.2959	99.7888	-74.8608	92.6752	39.2000	7	-302	188 
228.044	1.9404	0.5586	-0.0015	1.0986	-13.2446	-3.2959	99.9921	-74.8334	92.5269	39.2000	7	-302	188 
228.044	1.9404	0.5586	-0.0015	1.0986	-13.2446	-3.2959	100.1953	-74.8059	92.3840	39.2100	6	-302	188 
228.044	1.9404	0.5586	-0.0015	1.0986	-13.2446	-3.2959	100.3931	-74.7784	92.2412	39.2100	6	-302	188 
228.054	1.9404	0.5586	-0.0015	1.0986	-13.2446	-3.2959	100.5963	-74.7455	92.0984	39.2100	6	-302	188 
228.054	1.9404	0.5586	-0.0015	1.0986	-13.2446	-3.2959	100.7941	-74.7180	91.9556	39.2200	6	-303	187 
228.064	1.9409	0.5591	-0.0127	-0.1221	-11.6577	-2.5024	100.9644	-74.6960	91.8347	39.2200	6	-303	188 
228.064	1.9409	0.5591	-0.0127	-0.1221	-11.6577	-2.5024	101.1292	-74.6741	91.7194	39.2100	6	-303	188 
228.074	1.9409	0.5591	-0.0127	-0.1221	-11.6577	-2.5024	101.2994	-74.6466	91.6040	39.2100	6	-303	188 
228.074	1.9409	0.5591	-0.0127	-0.1221	-11.6577	-2.5024	101.4642	-74.6246	91.4886	39.1600	7	-303	189 
228.084	1.9409	0.5591	-0.0127	-0.1221	-11.6577	-2.5024	101.6290	-74.6027	91.3733	39.1600	7	-302	188 
228.084	1.9409	0.5591	-0.0127	-0.1221	-11.6577	-2.5024	101.7938	-74.5752	91.2634	39.2300	8	-302	187 
228.084	1.9409	0.5591	-0.0127	-0.1221	-11.6577	-2.5024	101.9586	-74.5532	91.1481	39.2300	8	-302	186 
228.098	1.9409	0.5591	-0.0127	-0.1221	-11.6577	-2.5024	102.1179	-74.5313	91.0327	39.2400	8	-302	186 
228.098	1.9321	0.5615	-0.0210	-0.6714	-9.8267	-1.9531	102.2498	-74.5093	90.9503	39.2400	8	-302	185 
228.108	1.9321	0.5615	-0.0210	-0.6714	-9.8267	-1.9531	102.3816	-74.4873	90.8679	39.1900	8	-302	186 
228.108	1.9321	0.5615	-0.0210	-0.6714	-9.8267	-1.9531	102.5079	-74.4708	90.7910	39.1900	7	-302	186 
228.118	1.9321	0.5615	-0.0210	-0.6714	-9.8267	-1.9531	102.6343	-74.4489	90.7086	39.1900	8	-301	186 
228.118	1.9321	0.5615	-0.0210	-0.6714	-9.8267	-1.9531	102.7661	-74.4324	90.6262	39.2100	8	-300	187 
228.118	1.9321	0.5615	-0.0210	-0.6714	-9.8267	-1.9531	102.8925	-74.4104	90.5493	39.2100	8	-299	187 
228.128	1.9321	0.5615	-0.0210	-0.6714	-9.8267	-1.9531	103.0188	-74.3884	90.4724	39.1900	8	-298	187 
228.128	1.9321	0.5615	-0.0210	-0.6714	-9.8267	-1.9531	103.1451	-74.3719	90.3955	39.1900	7	-298	187 
228.138	1.9282	0.5659	-0.0317	-0.7935	-8.1787	-1.4648	103.2440	-74.3555	90.3406	39.2500	6	-299	187 
228.138	1.9282	0.5659	-0.0317	-0.7935	-8.1787	-1.4648	103.3429	-74.3390	90.2911	39.2500	7	-299	187 
228.148	1.9282	0.5659	-0.0317	-0.7935	-8.1787	-1.4648	103.4418	-74.3225	90.2417	39.2600	7	-299	187 
228.148	1.9282	0.5659	-0.0317	-0.7935	-8.1787	-1.4648	103.5406	-74.3060	90.1868	39.2600	7	-299	186 
228.158	1.9282	0.5659	-0.0317	-0.7935	-8.1787	-1.4648	103.6395	-74.2896	90.1373	39.1800	7	-299	186 
228.158	1.9282	0.5659	-0.0317	-0.7935	-8.1787	-1.4648	103.7384	-74.2731	90.0879	39.1800	7	-300	187 
228.158	1.9282	0.5659	-0.0317	-0.7935	-8.1787	-1.4648	103.8373	-74.2566	90.0385	39.1800	7	-300	187 
228.168	1.9282	0.5659	-0.0317	-0.7935	-8.1787	-1.4648	103.9307	-74.2401	89.9890	39.2100	6	-300	188 
228.168	1.9341	0.5654	-0.0376	-0.6104	-6.3477	-0.7935	104.0021	-74.2291	89.9670	39.2100	6	-300	189 
228.178	1.9341	0.5654	-0.0376	-0.6104	-6.3477	-0.7935	104.0735	-74.2181	89.9451	39.1900	7	-300	189 
228.178	1.9341	0.5654	-0.0376	-0.6104	-6.3477	-0.7935	104.1449	-74.2072	89.9231	39.1900	7	-300	189 
228.188	1.9341	0.5654	-0.0376	-0.6104	-6.3477	-0.7935	104.2163	-74.1962	89.9066	39.1500	7	-300	189 
228.188	1.9341	0.5654	-0.0376	-0.6104	-6.3477	-0.7935	104.2822	-74.1852	89.8846	39.1500	7	-300	190 
228.198	1.9341	0.5654	-0.0376	-0.6104	-6.3477	-0.7935	104.3536	-74.1742	89.8627	39.1100	7	-300	190 
228.198	1.9341	0.5654	-0.0376	-0.6104	-6.3477	-0.7935	104.4250	-74.1632	89.8462	39.1100	7	-300	189 
228.198	1.9341	0.5654	-0.0376	-0.6104	-6.3477	-0.7935	104.4910	-74.1522	89.8242	39.2000	7	-300	189 
228.208	1.9248	0.5630	-0.0327	-0.4272	-4.6997	-0.1221	104.5349	-74.1467	89.8297	39.2000	7	-300	188 
228.208	1.9248	0.5630	-0.0327	-0.4272	-4.6997	-0.1221	104.5789	-74.1412	89.8407	39.2000	7	-300	187 
228.218	1.9248	0.5630	-0.0327	-0.4272	-4.6997	-0.1221	104.6228	-74.1357	89.8462	39.2600	6	-300	186 
228.218	1.9248	0.5630	-0.0327	-0.4272	-4.6997	-0.1221	104.6613	-74.1302	89.8517	39.2600	6	-300	185 
228.228	1.9248	0.5630	-0.0327	-0.4272	-4.6997	-0.1221	104.7052	-74.1248	89.8572	39.1800	6	-299	185 
228.228	1.9248	0.5630	-0.0327	-0.4272	-4.6997	-0.1221	104.7491	-74.1193	89.8627	39.1800	6	-300	185 
228.228	1.9248	0.5630	-0.0327	-0.4272	-4.6997	-0.1221	104.7876	-74.1138	89.8682	39.2700	7	-300	185 
228.238	1.9248	0.5630	-0.0327	-0.4272	-4.6997	-0.1221	104.8315	-74.1083	89.8737	39.2700	7	-301	186 
228.238	1.9326	0.5620	-0.0371	-0.0610	-3.2959	0.3662	104.8535	-74.1083	89.9011	39.2000	7	-301	187 
228.248	1.9326	0.5620	-0.0371	-0.0610	-3.2959	0.3662	104.8810	-74.1028	89.9286	39.2000	7	-300	188 
228.248	1.9326	0.5620	-0.0371	-0.0610	-3.2959	0.3662	104.9030	-74.1028	89.9615	39.2200	6	-299	188 
228.258	1.9326	0.5620	-0.0371	-0.0610	-3.2959	0.3662	104.9249	-74.1028	89.9890	39.2200	7	-299	189 
228.258	1.9326	0.5620	-0.0371	-0.0610	-3.2959	0.3662	104.9524	-74.1028	90.0165	39.1600	7	-299	190 
228.268	1.9326	0.5620	-0.0371	-0.0610	-3.2959	0.3662	104.9744	-74.1028	90.0439	39.1600	7	-299	191 
228.268	1.9326	0.5620	-0.0371	-0.0610	-3.2959	0.3662	104.9963	-74.0973	90.0769	39.1600	7	-299	192 
228.268	1.9326	0.5620	-0.0371	-0.0610	-3.2959	0.3662	105.0183	-74.0973	90.1044	39.2100	7	-300	191 
228.278	1.9424	0.5581	-0.0347	0.7324	-1.7090	0.9155	105.0238	-74.1028	90.1593	39.2100	6	-300	191 
228.278	1.9424	0.5581	-0.0347	0.7324	-1.7090	0.9155	105.0238	-74.1083	90.2087	39.2000	5	-300	191 
228.288	1.9424	0.5581	-0.0347	0.7324	-1.7090	0.9155	105.0293	-74.1083	90.2637	39.2000	5	-300	192 
228.288	1.9424	0.5581	-0.0347	0.7324	-1.7090	0.9155	105.0293	-74.1138	90.3186	39.2300	5	-299	193 
228.300	1.9424	0.5581	-0.0347	0.7324	-1.7090	0.9155	105.0348	-74.1193	90.3735	39.2300	6	-299	193 
228.300	1.9424	0.5581	-0.0347	0.7324	-1.7090	0.9155	105.0348	-74.1248	90.4285	39.2600	6	-300	193 
228.310	1.9424	0.5581	-0.0347	0.7324	-1.7090	0.9155	105.0403	-74.1248	90.4834	39.2600	6	-300	193 
228.310	1.9424	0.5581	-0.0347	0.7324	-1.7090	0.9155	105.0403	-74.1302	90.5328	39.1800	7	-300	193 
228.310	1.9360	0.5596	-0.0396	1.5259	-0.7324	1.0376	105.0348	-74.1357	90.6042	39.1800	8	-300	192 
228.320	1.9360	0.5596	-0.0396	1.5259	-0.7324	1.0376	105.0238	-74.1412	90.6702	39.1800	7	-300	191 
228.320	1.9360	0.5596	-0.0396	1.5259	-0.7324	1.0376	105.0183	-74.1467	90.7416	39.2000	6	-300	191 
228.330	1.9360	0.5596	-0.0396	1.5259	-0.7324	1.0376	105.0073	-74.1522	90.8075	39.2000	6	-300	191 
228.330	1.9360	0.5596	-0.0396	1.5259	-0.7324	1.0376	105.0018	-74.1577	90.8734	39.2400	6	-299	191 
228.340	1.9360	0.5596	-0.0396	1.5259	-0.7324	1.0376	104.9908	-74.1632	90.9393	39.2400	5	-300	192 
228.340	1.9360	0.5596	-0.0396	1.5259	-0.7324	1.0376	104.9854	-74.1687	91.0107	39.2000	5	-300	193 
228.340	1.9360	0.5596	-0.0396	1.5259	-0.7324	1.0376	104.9744	-74.1742	91.0767	39.2000	6	-299	194 
228.350	1.9414	0.5630	-0.0537	2.1973	-1.3428	0.4883	104.9854	-74.1742	91.1371	39.1900	6	-299	194 
228.350	1.9414	0.5630	-0.0537	2.1973	-1.3428	0.4883	104.9908	-74.1742	91.1920	39.1900	7	-300	193 
228.360	1.9414	0.5630	-0.0537	2.1973	-1.3428	0.4883	104.9963	-74.1797	91.2469	39.2000	7	-300	192 
228.360	1.9414	0.5630	-0.0537	2.1973	-1.3428	0.4883	105.0018	-74.1797	91.2964	39.2000	7	-300	192 
228.370	1.9414	0.5630	-0.0537	2.1973	-1.3428	0.4883	105.0128	-74.1797	91.3513	39.2000	6	-300	192 
228.370	1.9414	0.5630	-0.0537	2.1973	-1.3428	0.4883	105.0183	-74.1797	91.4063	39.2100	6	-301	191 
228.380	1.9414	0.5630	-0.0537	2.1973	-1.3428	0.4883	105.0238	-74.1797	91.4612	39.2100	5	-302	190 
228.380	1.9390	0.5659	-0.0635	2.5635	-2.8687	-0.1221	105.0568	-74.1797	91.4886	39.2300	5	-300	191 
228.380	1.9390	0.5659	-0.0635	2.5635	-2.8687	-0.1221	105.0897	-74.1742	91.5161	39.2300	5	-299	191 
228.390	1.9390	0.5659	-0.0635	2.5635	-2.8687	-0.1221	105.1282	-74.1687	91.5436	39.2200	5	-299	191 
228.390	1.9390	0.5659	-0.0635	2.5635	-2.8687	-0.1221	105.1611	-74.1632	91.5710	39.2200	5	-299	190 
228.400	1.9390	0.5659	-0.0635	2.5635	-2.8687	-0.1221	105.1941	-74.1632	91.5930	39.1900	5	-300	190 
228.400	1.9390	0.5659	-0.0635	2.5635	-2.8687	-0.1221	105.2271	-74.1577	91.6205	39.1900	5	-300	190 
228.410	1.9390	0.5659	-0.0635	2.5635	-2.8687	-0.1221	105.2600	-74.1522	91.6479	39.1800	5	-300	191 
228.410	1.9390	0.5659	-0.0635	2.5635	-2.8687	-0.1221	105.2930	-74.1467	91.6754	39.1800	5	-300	191 
228.420	1.9307	0.5688	-0.0757	2.2583	-4.8218	-0.7324	105.3589	-74.1357	91.6644	39.2100	6	-299	190 
228.420	1.9307	0.5688	-0.0757	2.2583	-4.8218	-0.7324	105.4248	-74.1248	91.6589	39.2100	6	-299	190 
228.420	1.9307	0.5688	-0.0757	2.2583	-4.8218	-0.7324	105.4852	-74.1138	91.6534	39.2100	7	-299	190 
228.430	1.9307	0.5688	-0.0757	2.2583	-4.8218	-0.7324	105.5511	-74.1083	91.6425	39.2200	7	-300	190 
228.430	1.9307	0.5688	-0.0757	2.2583	-4.8218	-0.7324	105.6116	-74.0973	91.6370	39.2200	7	-299	190 
228.440	1.9307	0.5688	-0.0757	2.2583	-4.8218	-0.7324	105.6775	-74.0863	91.6260	39.2500	7	-299	190 
228.440	1.9307	0.5688	-0.0757	2.2583	-4.8218	-0.7324	105.7434	-74.0753	91.6205	39.2500	7	-299	189
